"","id","uid","nombre","precio","win","lin","mac","historia","rapido","ajustable","metacritic","urlMetacritic","fecha","precioMasAlto","precioMasAltoFecha","precioMasBajo","precioMasBajoFecha","primerPrecio","primerPrecioFecha","contadorRebajas","recomendado","comunidad","comprado","contadorJuegosAdicional","tiempoJuego","tiempoJuegoReciente","spanish","english","german","latam"
"6758","gid_30","uid_23","Day of Defeat",499,"1","1","1","0","1","0",79,"https://www.metacritic.com/game/pc/day-of-defeat?ftag=MCD-06-10aaa1f","2020-11-17",1499,2014-01-03,49,2019-06-25,249,2012-11-22,30,1,6,1,105,98,0,"1","0","0","0"
